,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
innovations[2400],-0.041,0.876,-1.612,1.71,0.014,0.016,3944.0,2489.0,1.0
innovations[2401],-0.085,0.875,-1.608,1.672,0.013,0.016,4365.0,2233.0,1.0
innovations[2402],-0.096,0.893,-1.722,1.666,0.015,0.017,3742.0,2025.0,1.0
innovations[2403],-0.146,0.867,-1.744,1.456,0.015,0.016,3483.0,2336.0,1.0
innovations[2404],-0.257,0.873,-1.843,1.372,0.014,0.016,3660.0,2078.0,1.0
innovations[2405],-0.055,0.942,-1.884,1.684,0.014,0.018,4388.0,2049.0,1.0
innovations[2406],-0.178,0.935,-1.94,1.532,0.015,0.016,3803.0,2275.0,1.0
innovations[2407],0.23,0.967,-1.527,2.16,0.016,0.018,3455.0,2039.0,1.0
innovations[2408],-0.632,0.973,-2.51,1.113,0.014,0.021,4530.0,2257.0,1.0
innovations[2409],-0.841,0.995,-2.579,1.135,0.016,0.019,3952.0,2009.0,1.0
innovations[2410],-0.75,0.985,-2.613,1.033,0.017,0.019,3460.0,2343.0,1.0
innovations[2411],-0.649,0.955,-2.453,1.138,0.016,0.019,3709.0,2235.0,1.0
innovations[2412],-0.599,0.989,-2.419,1.248,0.017,0.021,3410.0,1909.0,1.0
innovations[2413],-0.524,0.939,-2.24,1.25,0.016,0.017,3667.0,2316.0,1.0
innovations[2414],-0.486,0.981,-2.315,1.246,0.017,0.023,3299.0,1866.0,1.0
innovations[2415],-0.432,1.013,-2.246,1.586,0.017,0.02,3567.0,2016.0,1.0
innovations[2416],-0.418,0.985,-2.249,1.373,0.015,0.02,4569.0,1977.0,1.0
innovations[2417],-0.364,0.983,-2.164,1.53,0.016,0.019,3866.0,2084.0,1.0
innovations[2418],-0.372,0.981,-2.219,1.49,0.017,0.018,3236.0,2306.0,1.0
innovations[2419],-0.321,0.974,-2.192,1.511,0.015,0.019,4260.0,2045.0,1.0
innovations[2420],-0.314,0.994,-2.158,1.544,0.016,0.019,3860.0,2086.0,1.0
innovations[2421],-0.308,0.957,-2.056,1.521,0.014,0.024,4775.0,1957.0,1.0
innovations[2422],-0.282,0.959,-2.128,1.476,0.015,0.02,4159.0,1910.0,1.0
innovations[2423],-0.264,0.975,-2.153,1.513,0.016,0.02,3719.0,2297.0,1.0
innovations[2424],-0.233,0.975,-2.032,1.563,0.016,0.019,3546.0,1816.0,1.0
innovations[2425],-0.239,0.97,-1.96,1.581,0.014,0.018,4948.0,2464.0,1.0
innovations[2426],-0.209,0.968,-2.018,1.575,0.014,0.021,4904.0,2020.0,1.0
innovations[2427],-0.172,0.975,-1.929,1.672,0.015,0.017,4295.0,2247.0,1.0
innovations[2428],-0.194,0.983,-2.082,1.612,0.016,0.017,3925.0,2240.0,1.0
innovations[2429],-0.188,0.992,-1.988,1.734,0.015,0.021,4608.0,1992.0,1.0
innovations[2430],-0.158,0.972,-1.961,1.603,0.017,0.019,3419.0,2478.0,1.0
innovations[2431],-0.172,0.974,-2.016,1.573,0.014,0.018,4497.0,2203.0,1.0
innovations[2432],-0.126,0.987,-1.999,1.712,0.016,0.019,3936.0,1993.0,1.0
innovations[2433],-0.125,1.021,-2.073,1.621,0.015,0.024,4324.0,1870.0,1.0
innovations[2434],-0.115,1.016,-2.037,1.729,0.016,0.019,4251.0,1943.0,1.0
innovations[2435],-0.102,0.981,-2.007,1.645,0.015,0.021,4209.0,2276.0,1.0
innovations[2436],-0.126,0.983,-2.077,1.627,0.015,0.019,4226.0,2091.0,1.0
innovations[2437],-0.095,0.974,-1.979,1.739,0.014,0.02,4579.0,1952.0,1.0
innovations[2438],-0.121,0.993,-2.067,1.691,0.017,0.018,3571.0,2343.0,1.0
innovations[2439],-0.081,0.961,-1.895,1.792,0.016,0.018,3536.0,2249.0,1.0
innovations[2440],-0.095,0.969,-1.946,1.707,0.015,0.017,4109.0,2261.0,1.0
innovations[2441],-0.09,0.998,-1.941,1.847,0.016,0.02,3943.0,2010.0,1.0
innovations[2442],-0.05,0.991,-1.795,1.965,0.017,0.018,3551.0,2145.0,1.0
innovations[2443],-0.09,0.965,-1.752,1.847,0.015,0.018,4017.0,2116.0,1.0
innovations[2444],-0.047,0.993,-1.81,1.933,0.015,0.019,4333.0,2124.0,1.0
innovations[2445],-0.04,0.987,-1.893,1.742,0.016,0.021,3783.0,2115.0,1.0
innovations[2446],-0.051,0.972,-1.908,1.687,0.015,0.018,4399.0,2294.0,1.0
innovations[2447],-0.029,0.989,-1.977,1.735,0.015,0.019,4073.0,1995.0,1.0
innovations[2448],-0.026,0.959,-1.764,1.856,0.015,0.018,4036.0,2257.0,1.0
innovations[2449],-0.013,1.012,-2.041,1.823,0.015,0.02,4446.0,2024.0,1.0
innovations[2450],-0.002,0.991,-1.821,1.787,0.016,0.017,3763.0,2342.0,1.0
innovations[2451],-0.002,0.999,-1.855,1.933,0.017,0.02,3387.0,2193.0,1.0
innovations[2452],-0.01,0.989,-1.837,1.919,0.015,0.019,4571.0,1796.0,1.0
innovations[2453],0.009,0.985,-1.799,1.856,0.016,0.017,3914.0,2323.0,1.0
innovations[2454],-0.008,0.995,-1.987,1.754,0.015,0.02,4375.0,2139.0,1.0
innovations[2455],0.003,0.992,-1.893,1.794,0.016,0.018,3856.0,2511.0,1.0
innovations[2456],0.027,0.99,-1.829,1.874,0.015,0.019,4391.0,2378.0,1.0
innovations[2457],0.017,0.97,-1.728,1.849,0.015,0.018,4065.0,2182.0,1.0
innovations[2458],0.042,0.94,-1.657,1.879,0.015,0.018,3826.0,2164.0,1.0
innovations[2459],0.044,1.036,-1.912,1.824,0.017,0.019,3862.0,2160.0,1.0
innovations[2460],0.059,0.997,-1.794,1.91,0.015,0.02,4302.0,1897.0,1.0
innovations[2461],0.069,1.01,-1.797,1.942,0.016,0.02,3874.0,2473.0,1.01
innovations[2462],0.047,1.006,-1.817,1.872,0.016,0.018,3855.0,2217.0,1.0
innovations[2463],0.071,0.982,-1.75,1.934,0.016,0.019,3929.0,2424.0,1.0
innovations[2464],0.079,0.991,-1.842,1.837,0.013,0.02,5441.0,2150.0,1.0
innovations[2465],0.091,0.985,-1.736,1.919,0.015,0.018,4265.0,2346.0,1.0
innovations[2466],0.083,0.988,-1.776,1.96,0.015,0.02,4442.0,2012.0,1.0
innovations[2467],0.122,0.976,-1.744,1.835,0.015,0.02,4351.0,1989.0,1.01
innovations[2468],0.132,0.976,-1.642,2.018,0.016,0.018,3646.0,2178.0,1.0
innovations[2469],0.096,0.996,-1.884,1.924,0.016,0.021,3794.0,1927.0,1.0
innovations[2470],0.159,0.995,-1.712,2.046,0.016,0.02,3947.0,2238.0,1.0
innovations[2471],0.144,0.987,-1.606,2.046,0.016,0.019,3962.0,2227.0,1.0
innovations[2472],0.157,0.972,-1.706,1.962,0.015,0.019,4359.0,2275.0,1.0
innovations[2473],0.163,1.015,-1.703,2.051,0.015,0.019,4588.0,1930.0,1.0
innovations[2474],0.176,0.98,-1.665,2.048,0.015,0.02,4122.0,2230.0,1.0
innovations[2475],-0.159,0.992,-1.995,1.651,0.016,0.017,3796.0,2270.0,1.0
innovations[2476],-0.162,0.953,-1.965,1.568,0.014,0.018,4393.0,2302.0,1.0
innovations[2477],-0.137,1.018,-2.087,1.727,0.017,0.02,3535.0,2144.0,1.0
innovations[2478],-0.127,1.006,-1.903,1.794,0.015,0.021,4412.0,2152.0,1.0
innovations[2479],-0.109,0.987,-1.934,1.716,0.016,0.019,3670.0,2314.0,1.0
innovations[2480],-0.124,0.994,-2.016,1.702,0.017,0.02,3624.0,2154.0,1.0
innovations[2481],-0.077,0.972,-1.801,1.868,0.015,0.018,4115.0,1925.0,1.0
innovations[2482],-0.083,1.008,-1.95,1.775,0.015,0.018,4554.0,2175.0,1.0
innovations[2483],-0.092,1.008,-1.966,1.753,0.014,0.02,5543.0,2134.0,1.0
innovations[2484],-0.055,1.021,-1.968,1.827,0.015,0.021,4386.0,2453.0,1.0
innovations[2485],-0.046,0.988,-1.895,1.725,0.015,0.018,4252.0,2021.0,1.0
innovations[2486],-0.045,0.982,-1.882,1.781,0.014,0.019,5041.0,2175.0,1.0
innovations[2487],-0.042,1.012,-1.982,1.888,0.015,0.019,4560.0,2264.0,1.0
innovations[2488],-0.023,0.998,-1.82,1.964,0.015,0.019,4555.0,2150.0,1.0
innovations[2489],-0.011,0.97,-1.839,1.807,0.015,0.02,4469.0,2328.0,1.0
innovations[2490],-1.196,0.935,-3.027,0.444,0.016,0.016,3239.0,2286.0,1.0
innovations[2491],-1.032,0.935,-2.81,0.723,0.014,0.018,4253.0,2047.0,1.0
innovations[2492],-0.852,0.927,-2.55,0.882,0.015,0.019,3743.0,2203.0,1.0
innovations[2493],-0.753,0.969,-2.605,1.026,0.015,0.019,3971.0,2217.0,1.0
innovations[2494],-0.654,0.918,-2.385,1.071,0.014,0.017,4382.0,2479.0,1.0
innovations[2495],-0.58,0.928,-2.291,1.19,0.015,0.016,3807.0,2219.0,1.0
innovations[2496],-0.529,0.966,-2.259,1.383,0.015,0.02,3934.0,2316.0,1.0
innovations[2497],-0.474,0.961,-2.268,1.275,0.017,0.02,3321.0,2065.0,1.0
innovations[2498],-0.446,0.981,-2.222,1.437,0.015,0.021,4177.0,2165.0,1.0
innovations[2499],-0.379,0.983,-2.046,1.624,0.016,0.02,3651.0,1978.0,1.0
innovations[2500],-0.362,0.97,-2.188,1.376,0.015,0.017,4096.0,2349.0,1.0
innovations[2501],-0.31,0.969,-2.053,1.5,0.015,0.018,4039.0,2260.0,1.0
innovations[2502],-0.326,0.987,-2.13,1.548,0.016,0.019,3996.0,2162.0,1.0
innovations[2503],-0.287,0.97,-2.101,1.557,0.015,0.017,4110.0,2329.0,1.0
innovations[2504],-0.272,0.974,-2.106,1.555,0.016,0.019,3701.0,2180.0,1.0
innovations[2505],-0.234,0.931,-1.966,1.51,0.015,0.02,3861.0,1997.0,1.0
innovations[2506],-0.227,0.977,-2.049,1.618,0.016,0.018,3725.0,2009.0,1.0
innovations[2507],-0.203,0.952,-1.926,1.603,0.016,0.017,3738.0,2298.0,1.0
innovations[2508],-0.205,0.976,-2.043,1.585,0.015,0.018,4125.0,2341.0,1.0
innovations[2509],-0.167,0.994,-2.025,1.743,0.015,0.022,4378.0,2242.0,1.0
innovations[2510],-0.141,0.98,-1.876,1.711,0.016,0.018,3687.0,2233.0,1.0
innovations[2511],-0.132,0.96,-1.895,1.707,0.015,0.02,4292.0,2221.0,1.0
innovations[2512],-0.141,1.009,-2.04,1.816,0.017,0.021,3661.0,2179.0,1.0
innovations[2513],-0.103,1.009,-2.075,1.649,0.015,0.02,4494.0,2223.0,1.0
innovations[2514],-0.099,1.013,-1.939,1.83,0.017,0.019,3527.0,2317.0,1.0
innovations[2515],-0.053,0.961,-1.888,1.71,0.016,0.018,3773.0,2434.0,1.0
innovations[2516],-0.06,0.995,-1.912,1.749,0.016,0.022,3949.0,1989.0,1.0
innovations[2517],-0.041,0.989,-1.941,1.772,0.016,0.019,3781.0,2199.0,1.0
innovations[2518],-0.037,0.981,-1.822,1.839,0.015,0.017,4205.0,2268.0,1.0
innovations[2519],-0.019,0.995,-1.815,1.928,0.017,0.021,3457.0,1749.0,1.0
innovations[2520],-0.018,0.982,-1.945,1.738,0.017,0.022,3415.0,2026.0,1.0
innovations[2521],0.002,0.991,-1.816,1.855,0.016,0.018,3989.0,2265.0,1.0
innovations[2522],-0.023,1.002,-2.023,1.743,0.015,0.021,4285.0,1931.0,1.0
innovations[2523],0.018,0.969,-1.692,1.882,0.016,0.019,3620.0,2132.0,1.0
innovations[2524],0.031,0.953,-1.763,1.785,0.015,0.017,4070.0,2123.0,1.0
innovations[2525],0.035,0.984,-1.833,1.828,0.017,0.019,3397.0,2372.0,1.0
innovations[2526],0.058,1.016,-1.816,1.915,0.016,0.019,3852.0,2229.0,1.0
innovations[2527],0.065,0.993,-1.721,1.97,0.017,0.021,3251.0,2136.0,1.0
innovations[2528],0.071,1.028,-1.889,1.976,0.015,0.019,4509.0,2240.0,1.0
innovations[2529],0.059,0.972,-1.602,2.022,0.016,0.018,3728.0,2554.0,1.0
innovations[2530],0.056,0.995,-1.76,1.907,0.019,0.019,2725.0,1933.0,1.0
innovations[2531],0.119,0.967,-1.639,2.014,0.015,0.018,4085.0,2217.0,1.0
innovations[2532],0.122,0.99,-1.692,1.985,0.016,0.019,3700.0,2022.0,1.0
innovations[2533],0.129,0.99,-1.628,2.022,0.017,0.019,3246.0,2200.0,1.0
innovations[2534],0.126,0.953,-1.702,1.89,0.016,0.017,3564.0,2388.0,1.0
innovations[2535],0.167,0.978,-1.626,2.045,0.015,0.021,4421.0,2193.0,1.01
innovations[2536],0.192,0.965,-1.61,2.009,0.016,0.019,3488.0,2094.0,1.0
innovations[2537],0.214,0.949,-1.651,1.876,0.015,0.021,4051.0,2014.0,1.0
innovations[2538],0.239,0.999,-1.669,2.107,0.015,0.022,4578.0,2061.0,1.0
innovations[2539],0.219,0.974,-1.638,2.052,0.015,0.019,4119.0,2022.0,1.0
innovations[2540],0.262,0.985,-1.504,2.244,0.016,0.019,3699.0,2265.0,1.0
innovations[2541],0.309,0.961,-1.506,2.059,0.014,0.019,4455.0,2099.0,1.0
innovations[2542],0.336,0.966,-1.463,2.096,0.016,0.017,3722.0,2536.0,1.0
innovations[2543],0.322,0.984,-1.56,2.143,0.015,0.019,4422.0,2298.0,1.0
innovations[2544],0.375,0.992,-1.54,2.216,0.017,0.02,3518.0,2048.0,1.0
innovations[2545],0.383,0.968,-1.469,2.13,0.015,0.02,4130.0,2104.0,1.0
innovations[2546],0.433,0.978,-1.407,2.272,0.016,0.02,3788.0,1995.0,1.0
innovations[2547],0.477,1.007,-1.382,2.43,0.014,0.021,4898.0,2064.0,1.0
innovations[2548],0.516,0.976,-1.255,2.382,0.015,0.021,4097.0,1738.0,1.0
innovations[2549],0.602,0.936,-1.159,2.398,0.015,0.018,3802.0,2295.0,1.0
innovations[2550],0.678,0.942,-1.142,2.403,0.014,0.02,4554.0,1955.0,1.0
innovations[2551],0.781,0.956,-0.913,2.623,0.014,0.017,4338.0,2173.0,1.0
innovations[2552],0.904,0.931,-0.791,2.709,0.016,0.019,3197.0,1736.0,1.0
innovations[2553],0.74,0.959,-1.016,2.574,0.016,0.023,3673.0,1718.0,1.0
innovations[2554],0.937,0.941,-0.778,2.678,0.015,0.019,4150.0,1851.0,1.0
innovations[2555],1.169,0.923,-0.59,2.871,0.015,0.017,4162.0,2165.0,1.0
innovations[2556],1.279,0.898,-0.386,2.978,0.015,0.016,3636.0,2354.0,1.0
innovations[2557],1.212,0.866,-0.328,2.879,0.016,0.019,2935.0,2062.0,1.0
innovations[2558],0.787,0.868,-0.858,2.388,0.014,0.015,3781.0,2451.0,1.0
innovations[2559],0.291,0.795,-1.106,1.855,0.014,0.013,3306.0,2483.0,1.0
innovations[2560],0.655,0.791,-0.903,2.109,0.013,0.015,3731.0,2046.0,1.0
innovations[2561],0.306,0.779,-1.165,1.756,0.015,0.015,2877.0,2176.0,1.0
innovations[2562],-0.138,0.806,-1.663,1.319,0.015,0.014,2806.0,2151.0,1.0
innovations[2563],-0.387,0.806,-1.953,1.082,0.013,0.014,3570.0,2157.0,1.0
innovations[2564],-0.504,0.813,-2.006,0.994,0.014,0.015,3387.0,2158.0,1.0
innovations[2565],-0.211,0.818,-1.779,1.266,0.014,0.014,3327.0,2048.0,1.0
innovations[2566],-0.336,0.829,-1.951,1.185,0.014,0.017,3418.0,2110.0,1.0
innovations[2567],-0.245,0.848,-1.887,1.281,0.014,0.015,3909.0,2270.0,1.0
innovations[2568],-0.261,0.856,-1.848,1.388,0.014,0.016,3504.0,1894.0,1.0
innovations[2569],-0.68,0.867,-2.273,1.041,0.013,0.017,4660.0,2178.0,1.0
innovations[2570],-0.627,0.871,-2.294,1.017,0.014,0.017,4021.0,2195.0,1.0
innovations[2571],-0.386,0.882,-2.0,1.263,0.015,0.017,3693.0,1960.0,1.0
innovations[2572],-0.16,0.925,-2.031,1.457,0.016,0.018,3476.0,1776.0,1.0
innovations[2573],-0.092,1.003,-1.917,1.797,0.016,0.018,3983.0,2489.0,1.0
innovations[2574],-0.073,0.984,-1.969,1.719,0.015,0.02,4259.0,2081.0,1.0
innovations[2575],-0.102,0.984,-1.906,1.751,0.015,0.018,4272.0,2262.0,1.0
innovations[2576],-0.077,0.973,-1.948,1.674,0.015,0.019,4194.0,2233.0,1.0
innovations[2577],-0.073,1.025,-1.881,2.024,0.018,0.021,3239.0,1910.0,1.0
innovations[2578],-0.048,0.951,-1.813,1.759,0.016,0.021,3556.0,2123.0,1.0
innovations[2579],-0.042,0.99,-1.936,1.719,0.015,0.021,4207.0,1961.0,1.01
innovations[2580],-0.067,1.009,-1.967,1.814,0.016,0.02,3931.0,2257.0,1.0
innovations[2581],-0.053,1.004,-2.037,1.73,0.017,0.018,3515.0,2154.0,1.0
innovations[2582],-0.015,1.012,-1.788,2.004,0.018,0.02,3084.0,2165.0,1.0
innovations[2583],-0.019,1.005,-1.98,1.84,0.017,0.022,3566.0,1886.0,1.0
innovations[2584],-0.021,0.986,-1.861,1.843,0.016,0.018,3715.0,2267.0,1.0
innovations[2585],-0.006,0.982,-1.831,1.903,0.014,0.019,4777.0,2077.0,1.0
innovations[2586],-0.03,1.017,-1.891,1.927,0.014,0.021,5053.0,1981.0,1.0
innovations[2587],0.005,0.991,-1.921,1.844,0.015,0.021,4428.0,2116.0,1.0
innovations[2588],-0.003,0.98,-1.885,1.765,0.015,0.018,4390.0,2189.0,1.0
innovations[2589],-0.02,0.979,-2.036,1.695,0.016,0.019,3790.0,2033.0,1.0
innovations[2590],-0.004,0.995,-1.782,1.979,0.016,0.022,3971.0,1794.0,1.0
innovations[2591],0.018,0.998,-1.874,1.839,0.016,0.022,3764.0,2152.0,1.0
innovations[2592],0.015,0.979,-1.787,1.901,0.015,0.018,4456.0,2193.0,1.0
innovations[2593],0.036,1.003,-1.844,1.912,0.015,0.021,4688.0,2216.0,1.0
innovations[2594],0.012,0.986,-1.787,1.873,0.015,0.02,4106.0,2065.0,1.0
innovations[2595],0.027,0.937,-1.745,1.808,0.015,0.016,4045.0,2451.0,1.0
innovations[2596],0.044,0.99,-1.785,1.849,0.017,0.02,3538.0,2062.0,1.0
innovations[2597],0.049,0.993,-1.893,1.793,0.015,0.02,4630.0,2432.0,1.0
innovations[2598],0.019,0.984,-1.879,1.771,0.017,0.018,3326.0,2299.0,1.0
innovations[2599],0.055,1.001,-1.762,1.942,0.014,0.018,4910.0,2377.0,1.0
innovations[2600],0.058,0.951,-1.669,1.897,0.015,0.017,3863.0,2347.0,1.0
innovations[2601],0.047,1.002,-1.884,1.906,0.016,0.02,3701.0,1813.0,1.0
innovations[2602],0.053,0.962,-1.69,1.93,0.015,0.018,3982.0,2317.0,1.0
innovations[2603],0.063,0.993,-1.891,1.868,0.016,0.02,3924.0,2088.0,1.0
innovations[2604],0.117,0.957,-1.735,1.79,0.017,0.018,3268.0,2148.0,1.0
innovations[2605],0.092,1.003,-1.78,1.899,0.013,0.024,5657.0,1943.0,1.0
innovations[2606],0.096,0.992,-1.741,1.825,0.016,0.024,3832.0,1877.0,1.0
innovations[2607],0.108,0.992,-1.654,2.006,0.016,0.02,3826.0,2136.0,1.0
innovations[2608],0.105,0.947,-1.576,1.984,0.015,0.019,3965.0,2171.0,1.0
innovations[2609],0.097,1.01,-1.793,1.991,0.014,0.018,4892.0,2000.0,1.0
innovations[2610],0.122,0.946,-1.621,1.928,0.014,0.017,4602.0,2509.0,1.0
innovations[2611],0.141,0.977,-1.625,2.067,0.014,0.019,4638.0,2238.0,1.0
innovations[2612],0.133,0.997,-1.671,1.98,0.016,0.017,3982.0,2352.0,1.0
innovations[2613],0.149,0.962,-1.611,2.018,0.015,0.019,4376.0,2275.0,1.0
innovations[2614],0.171,0.991,-1.66,2.11,0.016,0.019,3745.0,2207.0,1.0
innovations[2615],0.151,0.982,-1.657,1.989,0.016,0.02,3876.0,2168.0,1.0
innovations[2616],0.181,1.002,-1.649,2.041,0.013,0.02,5726.0,2424.0,1.0
innovations[2617],0.212,0.983,-1.644,2.043,0.016,0.019,3855.0,2002.0,1.0
innovations[2618],0.213,0.995,-1.716,2.01,0.015,0.021,4187.0,2066.0,1.0
innovations[2619],0.221,1.012,-1.775,2.081,0.017,0.019,3647.0,2120.0,1.0
innovations[2620],0.227,0.939,-1.443,2.13,0.014,0.018,4400.0,2227.0,1.0
innovations[2621],0.245,0.979,-1.56,2.054,0.015,0.019,4506.0,1948.0,1.0
innovations[2622],0.253,0.985,-1.589,2.153,0.015,0.021,4136.0,2000.0,1.0
innovations[2623],0.249,1.002,-1.618,2.173,0.018,0.019,3055.0,2002.0,1.0
innovations[2624],0.267,0.959,-1.537,2.027,0.016,0.021,3658.0,1969.0,1.0
innovations[2625],0.283,1.013,-1.663,2.146,0.016,0.019,3877.0,2423.0,1.0
innovations[2626],0.307,0.952,-1.591,2.043,0.016,0.02,3581.0,1983.0,1.0
innovations[2627],0.346,0.962,-1.467,2.189,0.015,0.018,3967.0,2081.0,1.0
innovations[2628],0.368,0.993,-1.637,2.055,0.014,0.018,4872.0,2126.0,1.0
innovations[2629],0.366,0.98,-1.497,2.158,0.015,0.019,4176.0,2198.0,1.0
innovations[2630],0.401,0.981,-1.457,2.159,0.017,0.023,3457.0,1770.0,1.0
innovations[2631],0.465,1.005,-1.388,2.349,0.016,0.018,3972.0,2077.0,1.0
innovations[2632],0.487,1.001,-1.362,2.423,0.015,0.021,4637.0,2034.0,1.0
innovations[2633],0.551,0.955,-1.294,2.223,0.017,0.016,3297.0,2284.0,1.0
innovations[2634],0.54,0.961,-1.24,2.353,0.018,0.018,2900.0,2180.0,1.0
innovations[2635],0.635,0.95,-1.268,2.247,0.016,0.018,3592.0,2134.0,1.0
innovations[2636],0.717,0.979,-1.171,2.515,0.019,0.017,2704.0,2148.0,1.0
innovations[2637],0.816,0.945,-0.972,2.544,0.015,0.017,3987.0,2314.0,1.0
innovations[2638],0.883,0.979,-0.832,2.786,0.016,0.019,3686.0,2061.0,1.0
innovations[2639],1.061,0.964,-0.785,2.826,0.015,0.021,4168.0,2031.0,1.0
innovations[2640],1.308,0.895,-0.404,2.883,0.014,0.015,3928.0,2232.0,1.0
innovations[2641],0.98,0.914,-0.679,2.758,0.015,0.017,3839.0,2292.0,1.0
innovations[2642],0.81,0.879,-0.877,2.465,0.015,0.016,3668.0,2382.0,1.0
innovations[2643],0.736,0.875,-0.92,2.364,0.015,0.016,3559.0,2369.0,1.0
innovations[2644],0.905,0.834,-0.604,2.588,0.013,0.018,4227.0,1894.0,1.0
innovations[2645],1.361,0.832,-0.331,2.777,0.013,0.015,4254.0,2353.0,1.0
innovations[2646],-0.536,0.85,-2.111,1.036,0.014,0.014,3483.0,2371.0,1.0
innovations[2647],-0.728,0.838,-2.32,0.814,0.015,0.017,3201.0,2038.0,1.0
innovations[2648],-0.58,0.823,-2.132,0.915,0.014,0.014,3667.0,2394.0,1.0
innovations[2649],-1.02,0.886,-2.734,0.59,0.016,0.017,2891.0,2126.0,1.0
innovations[2650],-0.318,0.901,-1.991,1.399,0.015,0.018,3884.0,2274.0,1.0
innovations[2651],-1.071,0.905,-2.756,0.62,0.014,0.016,3932.0,2329.0,1.0
innovations[2652],-0.977,0.9,-2.726,0.637,0.014,0.017,4175.0,2372.0,1.0
innovations[2653],-0.652,0.92,-2.391,1.052,0.015,0.018,3810.0,1942.0,1.0
innovations[2654],-0.436,0.959,-2.294,1.291,0.016,0.02,3647.0,1942.0,1.0
innovations[2655],-0.205,0.982,-2.061,1.674,0.016,0.019,3724.0,2154.0,1.0
innovations[2656],-1.032,0.928,-2.872,0.625,0.016,0.016,3456.0,2294.0,1.0
innovations[2657],-0.816,0.957,-2.65,0.91,0.014,0.018,4540.0,2089.0,1.0
innovations[2658],-0.616,0.935,-2.306,1.185,0.015,0.016,4076.0,2524.0,1.0
innovations[2659],-0.804,0.946,-2.648,0.892,0.015,0.017,3769.0,2236.0,1.0
innovations[2660],-0.654,0.954,-2.446,1.112,0.016,0.017,3497.0,2204.0,1.0
innovations[2661],-0.592,0.946,-2.322,1.213,0.015,0.017,3929.0,2263.0,1.0
innovations[2662],-0.477,0.942,-2.289,1.199,0.016,0.02,3576.0,1799.0,1.0
innovations[2663],-0.399,0.974,-2.448,1.202,0.015,0.019,3953.0,2055.0,1.0
innovations[2664],-0.355,0.951,-2.071,1.48,0.015,0.019,4024.0,2365.0,1.0
innovations[2665],-0.322,0.956,-1.989,1.554,0.016,0.017,3698.0,2246.0,1.0
innovations[2666],-0.248,0.924,-1.994,1.471,0.014,0.017,4481.0,2342.0,1.0
innovations[2667],-0.207,0.966,-1.975,1.67,0.015,0.018,4062.0,2217.0,1.0
innovations[2668],-0.184,0.981,-2.152,1.556,0.017,0.02,3492.0,2261.0,1.0
innovations[2669],-0.125,0.976,-1.902,1.791,0.016,0.018,3567.0,2230.0,1.0
innovations[2670],-0.128,0.981,-1.948,1.703,0.016,0.02,3737.0,1829.0,1.0
innovations[2671],-0.063,0.968,-1.994,1.629,0.015,0.017,3925.0,2292.0,1.0
innovations[2672],-0.002,0.987,-1.676,2.005,0.013,0.017,5777.0,2451.0,1.0
innovations[2673],0.022,0.984,-1.903,1.773,0.014,0.019,4743.0,2239.0,1.0
innovations[2674],0.088,0.952,-1.697,1.849,0.015,0.018,3956.0,2022.0,1.0
innovations[2675],0.074,1.01,-1.861,1.982,0.016,0.025,4107.0,1597.0,1.0
innovations[2676],0.131,0.967,-1.584,2.037,0.015,0.019,4471.0,2296.0,1.0
innovations[2677],0.182,0.996,-1.646,2.057,0.016,0.019,4118.0,2072.0,1.0
innovations[2678],0.199,0.97,-1.62,2.006,0.015,0.02,4010.0,2178.0,1.0
innovations[2679],0.262,0.956,-1.49,2.066,0.015,0.02,4238.0,2032.0,1.0
innovations[2680],0.294,0.961,-1.512,2.084,0.014,0.021,5015.0,1906.0,1.0
innovations[2681],0.362,0.949,-1.39,2.132,0.016,0.019,3582.0,2032.0,1.0
innovations[2682],0.409,0.96,-1.314,2.172,0.015,0.019,4143.0,1924.0,1.0
innovations[2683],0.515,0.943,-1.272,2.154,0.015,0.019,3942.0,2318.0,1.0
innovations[2684],0.578,0.942,-1.081,2.497,0.015,0.02,4150.0,1912.0,1.01
innovations[2685],0.677,0.938,-1.095,2.427,0.014,0.017,4437.0,2453.0,1.0
innovations[2686],0.802,0.906,-0.868,2.551,0.015,0.016,3800.0,2393.0,1.0
innovations[2687],0.97,0.974,-0.759,2.819,0.016,0.018,3870.0,2289.0,1.0
innovations[2688],1.17,0.909,-0.653,2.739,0.015,0.018,3559.0,2143.0,1.0
innovations[2689],1.503,0.899,-0.1,3.288,0.015,0.017,3769.0,1965.0,1.0
innovations[2690],0.679,0.894,-0.965,2.351,0.015,0.017,3522.0,2347.0,1.0
innovations[2691],0.343,0.897,-1.344,2.054,0.014,0.017,4036.0,2312.0,1.0
innovations[2692],0.058,0.86,-1.451,1.797,0.013,0.015,4087.0,2343.0,1.0
innovations[2693],0.096,0.882,-1.585,1.656,0.015,0.017,3278.0,2112.0,1.0
innovations[2694],-0.103,0.881,-1.792,1.542,0.015,0.016,3547.0,2211.0,1.0
innovations[2695],-0.018,0.841,-1.589,1.548,0.014,0.015,3866.0,2335.0,1.0
innovations[2696],0.056,0.874,-1.654,1.558,0.015,0.015,3300.0,2176.0,1.0
innovations[2697],0.171,0.855,-1.452,1.759,0.016,0.015,2994.0,2093.0,1.0
innovations[2698],0.293,0.838,-1.249,1.873,0.015,0.015,3080.0,2134.0,1.0
